sample_id,cluster_id,cluster_name,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99
331,3,damped_oscillation,0.16241552,0.32824197,0.33620813,0.56706595,0.8187778,0.8881764,0.79174644,1.1502693,1.1027949,1.3471669,0.52459925,0.92237055,0.9114166,0.7531754,0.34473032,-0.044140555,0.40419808,-0.18122411,-0.29693878,0.05576719,-0.77243835,-0.43933415,-0.85175437,-0.9119965,-0.74152875,-0.633918,-0.54780936,-0.4653938,-0.7622879,-0.7549913,-0.47125995,-0.19877194,-0.18016514,-0.76262313,-0.24946617,0.21048246,0.55541533,0.2849073,0.7088679,0.29926944,0.70246744,0.71535784,0.74604094,0.40032825,0.23027556,0.6321727,0.067931324,0.12314516,0.46574157,0.093623005,0.020074384,-0.03711536,-0.14728278,-0.36637822,-0.62731457,0.066767104,-0.5982016,-0.48703578,-0.46356806,-0.64742035,-0.5855949,-0.12735294,-0.52409184,-0.19950406,-0.0065826564,-0.14312121,-0.019715626,0.2971384,0.15815824,-0.16692466,0.6560841,0.19276983,0.4848071,0.18815069,0.36573985,0.37236777,0.47514138,0.21367666,0.76011664,0.28347018,0.38925615,0.12245032,0.25094664,-0.48223957,-0.26859584,-0.30375564,-0.37059492,-0.20492986,-0.23272905,-0.40014777,-0.40914172,0.114117995,-0.31553844,-0.8228365,-0.15346548,-0.14684543,0.038452554,-0.013853599,-0.26032692,0.18690096
332,3,damped_oscillation,0.020854251,0.40704376,0.68928826,0.4989116,0.84667015,0.9915246,0.8894776,1.3166696,1.1408901,0.7808752,0.9088255,0.95558906,1.0726966,0.67247015,0.4585867,0.50752336,0.03478522,-0.2879541,-0.0871065,-0.4576234,0.065227106,-0.55817693,-0.54438645,-0.8810408,-0.51116973,-0.78161603,-0.7735042,-0.71361285,-0.8850994,-0.5674612,-0.2846099,-0.59627354,0.07756937,-0.056351077,0.18563421,-0.20816122,0.42307046,0.25582227,0.4811167,0.28428343,0.46360293,0.62581164,0.5905378,0.7978187,0.16298357,0.46891424,0.3676173,0.18889672,-0.018285006,0.2894035,0.3726559,-0.52826273,-0.46507677,-0.5728245,-0.4971356,-0.23315744,-0.42593747,-0.58886456,-0.55256116,-0.6024934,-0.3410844,-0.25921142,-0.24473403,-0.747388,-0.19195242,-0.13732377,0.20817375,0.14640068,0.30391672,0.16527669,0.5375423,0.65672076,0.097888805,0.19268443,0.6331398,0.42782745,0.6545953,0.4486568,0.48922357,0.121398576,0.27559406,0.19626245,-0.10314738,0.16925256,-0.51861686,-0.15056,-0.5310752,-0.52853554,-0.14897645,-0.61558115,-0.6386387,-0.2765218,-0.61696774,-0.141719,-0.179822,-0.42763832,0.0008690149,-0.54661673,0.028894736,-0.26170862
333,3,damped_oscillation,-0.109892875,0.09102015,0.6333229,0.41923487,0.64624274,0.68244094,0.6497857,0.68910736,0.9861589,0.898265,1.0143373,0.72412026,0.6254494,0.7028984,0.31965747,-0.060191654,0.2588555,-0.22225747,-0.22084916,-0.50977594,-0.70930976,-1.0100322,-0.62223417,-1.4618146,-0.50408345,-0.5592333,-0.938347,-0.35897008,-0.18113668,-0.5722471,-0.31300092,-0.24312583,0.18087824,-0.29245278,0.086493984,0.45405537,0.5466653,0.46589342,0.8473083,0.66248167,0.67267513,0.8065379,0.6348178,0.6226223,0.38994718,1.0957164,0.28900796,0.43817753,0.57432026,-0.22404584,0.0709827,-0.1634457,0.10589572,-0.5528431,-0.5959895,-0.50736576,-0.6403863,-0.6530039,-0.13002712,-0.5088218,-0.66098416,-0.5217853,-0.28387937,-0.21526714,-0.31593737,-0.4400379,-0.0106134545,0.07989337,0.05131429,0.53804284,0.46093,0.42593154,0.36380762,0.82882017,0.23058522,0.35974464,0.34356815,0.46065617,0.48250717,-0.002362241,0.060469255,0.21831506,-0.09816043,-0.12547605,-0.0843439,-0.39996284,-0.20102058,-0.18521464,-0.34797245,-0.085266344,-0.24645075,-0.40698302,-0.45120227,0.012948047,-0.45409507,-0.32148936,-0.2910714,-0.055978514,0.40325436,0.051801268
334,3,damped_oscillation,-0.06763555,0.22697027,0.08852915,0.48506877,1.0206105,0.9134753,1.1146432,1.1182734,0.77247804,1.3053242,0.48123863,0.84477806,0.23695125,0.18229568,0.59426874,0.09694245,0.34229657,-0.53667504,-0.25348207,-0.63355595,-0.57407385,-0.28614742,-0.31718045,-0.6413775,-1.111606,-1.0293605,-0.71374,-0.86174405,-0.47573027,-0.16290635,-0.6056654,-0.45970538,-0.38487253,-0.053394374,0.14520937,0.26551393,0.5643371,0.55740714,0.542593,0.62204343,0.6667556,0.64802,0.5054117,0.35942253,0.5851567,0.37484872,0.49869648,0.30015257,0.17662026,0.2646858,-0.3523324,0.20323245,-0.7298436,-0.057241667,-0.39584026,-0.6069342,-0.84579194,-0.6824484,-0.59036946,-0.494568,-0.19262476,-0.42446482,-0.30177924,-0.21259044,-0.26349488,-0.13851471,-0.022460015,0.22774377,-0.0047133993,0.16290788,0.41509986,0.17155814,0.46342352,0.35029185,0.57913464,0.75253266,0.32419372,0.55699164,0.38584802,0.19771612,0.20563002,0.3968807,0.005438191,0.23380952,-0.14579226,-0.4907882,-0.29013443,-0.6268164,-0.4227532,-0.45938182,-0.017249791,-0.06042225,-0.36576954,-0.10115814,-0.39871502,-0.56405437,-0.0941663,-0.063626856,-0.26720965,-0.18759355
335,3,damped_oscillation,0.19730902,-0.16619207,0.4814475,0.45846358,0.78026116,0.9820016,0.67253214,0.6660344,1.2292461,0.89179754,0.92303586,0.96621543,0.4676073,0.7315023,0.5322322,0.55082715,0.38591304,-0.06673618,-0.07675354,-0.36885232,-0.4745831,-0.8483611,-0.7406029,-1.1259933,-0.8056067,-0.49874774,-0.5839864,-0.66893107,-0.6563339,-0.62831783,-0.5921918,-0.09982198,-0.45933825,-0.3271819,0.32415673,0.30463096,0.3852365,0.51836586,0.97704095,0.62521935,0.7103891,1.0923511,0.63425165,0.9745941,0.11280596,0.23570694,0.24815056,0.40767446,0.54602623,-0.066125706,0.14806905,0.3015074,0.057601828,-0.44672218,-0.25561783,-0.42560965,-0.675233,-0.466824,-0.6554974,-0.5093865,-0.7856637,-0.81009734,-0.42907935,-0.2193046,-0.43156335,0.012370738,0.008977397,0.23274116,0.38558573,0.5514402,0.46695575,0.33561417,0.47921818,0.9540121,0.6799721,0.4790524,0.40695333,0.27224416,0.094409645,0.63702226,0.30472216,-0.14214963,0.015199252,0.22569951,-0.21445672,-0.3652207,-0.18439752,-0.17564063,-0.4496271,-0.5105001,-0.30206618,-0.63460696,-0.49672547,-0.38081843,-0.15999235,-0.35414448,-0.086719625,0.10535012,-0.17668045,0.676815
336,3,damped_oscillation,0.29811156,0.24456443,0.32605428,0.40788633,1.0116194,0.8186623,0.55398804,0.5459251,0.9449387,0.9320402,0.661645,0.45692185,0.2572291,0.38263097,0.32162297,0.38739428,0.05350048,0.14337946,-0.10783033,-0.27042973,-0.29944214,-0.9025065,-0.80607015,-0.24479552,-1.1770436,-0.8384931,-0.6473603,-1.0866599,-0.77196735,-0.0956914,-0.36351222,-0.39237747,-0.09278239,-0.121035315,0.49387112,0.05286614,0.26603684,0.16151656,0.49287948,0.57679236,0.8998826,0.44664535,0.74916774,0.6302801,0.15785249,0.32738864,0.22776166,0.63847446,0.28809088,0.0883271,-0.95939606,-0.56904644,-0.11816243,-0.19767977,-0.59388816,-0.49107262,-0.5458279,-0.5209719,-0.6341182,-0.3642734,-0.26391718,-0.64140123,-0.61972487,-0.45329833,-0.18448119,-0.023468705,0.1655745,0.3001869,0.26311585,0.31750336,0.68653667,0.3986697,0.56346685,0.53213763,0.43665537,0.4290464,0.71617633,0.37892607,0.26966083,0.12353673,0.2929698,0.016760763,0.111197196,-0.0037810844,-0.21035077,-0.4872512,-0.47545606,-0.49694523,-0.56688,-0.2889907,0.048337344,-0.50569737,-0.46440074,-0.47830534,-0.13507697,-0.17479819,-0.20850164,-0.39427063,-0.27355856,0.03681165
337,3,damped_oscillation,0.04689033,0.1839663,0.50386417,0.26776224,0.72650665,0.8265345,0.6549729,0.7784417,1.0668832,0.6647024,1.3716007,0.8916635,0.657437,0.48913828,0.56332237,0.15573892,0.003104197,0.22498569,-0.33392274,-0.34963098,-0.6647289,-0.5569021,-0.5715299,-0.3956845,-0.9735791,-1.0800103,-0.80337757,-0.8220971,-0.6171484,-0.4052331,0.07635013,-0.36655438,-0.6011659,-0.049975097,0.20785241,0.057359356,0.4248965,0.50375426,0.6094918,0.7796288,0.6314329,0.77514184,0.26982394,0.40996772,0.4835563,0.26862466,0.38980982,0.21285011,0.077910095,0.24354534,-0.03976138,-0.39588895,-0.3976956,-0.20373248,-0.39607707,-0.2457376,-0.35896936,-0.6382596,-0.2545405,-0.21675955,-0.87113833,-0.43320784,-0.48437288,-0.34081426,-0.36610365,-0.29584965,0.18924639,-0.14910462,0.20660609,-0.0140297115,0.6068438,0.4039268,0.5960684,0.50585634,0.41984326,0.4783877,0.75510544,0.20941484,-0.19164193,0.113076836,-0.04967101,0.3275928,0.004617204,0.13266166,-0.113902055,-0.19235653,-0.22489052,-0.0030471054,-0.3168629,-0.15167128,-0.17930506,-0.4326807,-0.39922932,-0.43488154,-0.045721866,-0.46195614,-0.35683814,-0.19752848,-0.31144044,-0.124171905
338,3,damped_oscillation,0.2385739,0.32414442,0.27587402,0.6930976,1.0999535,0.84021086,1.1544156,1.0843043,0.8594942,0.94523925,0.9647281,0.61850995,0.12153555,0.36693442,-0.055409543,0.08431711,-0.27769274,0.10476498,-0.4832408,-0.26394537,-0.34409794,-0.46398377,-1.0858096,-0.51333725,-0.68846476,-0.6070609,-0.36307752,-0.5256934,-0.86226153,-0.3776611,-0.7150643,-0.28496525,-0.24265917,0.0021316134,-0.18276227,-0.031837795,0.28145918,0.42815328,0.465506,0.91804624,0.7377629,0.7433591,0.56732017,0.31978267,0.55441314,0.8592285,0.43554437,0.5188066,0.43376032,0.17544998,-0.011106421,-0.37573346,-0.3147718,-0.43769675,-0.36871698,-0.79383904,-0.64957935,-0.4717122,-0.7034414,-0.7277788,-0.6623974,-0.49708778,-0.86885184,-0.44280773,0.0053661987,-0.030136764,0.0882081,-0.28762683,0.10001985,0.24495448,0.43778458,0.6308993,0.64004946,0.3419554,0.35490325,0.7605532,0.36295062,0.17052954,0.30022365,0.561684,0.014214412,0.034244977,-0.13981694,0.15973973,-0.060149938,0.00025636042,0.069335006,-0.63139355,-0.5154555,-0.47563654,-0.38433343,-0.29215094,-0.48690832,-0.50085074,-0.1142906,-0.14965264,-0.1386747,-0.59012663,0.18307361,0.038633518
339,3,damped_oscillation,-0.03401563,0.015289383,0.23131743,0.33741155,0.24326207,0.6027778,0.5203422,0.8927725,0.67966616,1.0570928,0.5047015,1.02585,0.84516686,0.31818077,0.37800395,0.06270298,0.20237647,0.2979121,0.013128101,-0.522631,-0.4810111,-0.29162553,-0.58336204,-0.5369689,-0.6399779,-0.7599425,-0.7619393,-0.946793,-0.7747256,-0.70422965,-0.47308746,-0.25083736,-0.15964729,0.0453314,0.273731,0.17370881,0.5308025,0.7138982,0.64210415,0.4991004,0.8476004,0.761515,0.77755886,0.93445337,0.7042615,0.8102987,0.35724026,0.19443616,0.41476333,-0.14906035,0.33920202,0.105090685,-0.25259876,-0.1096413,-0.29892603,-0.7677917,-0.7081694,-0.49654862,-0.5224931,-0.26079378,-0.43276814,-0.7063126,-0.4834254,-0.13007095,-0.57746124,-0.39453664,-0.078257516,0.29079852,0.14148454,0.36608493,0.34127977,0.36804074,0.30226183,0.6412475,0.20962827,0.4149618,0.6792526,0.2373828,0.0168905,-0.16621536,0.344155,0.27836904,-0.03076799,-0.308019,-0.15127967,0.05322135,-0.52587134,-0.09163558,-0.7120318,-0.6233635,-0.37584132,-0.19938242,-0.0746581,-0.14727412,0.010786548,-0.22610041,-0.33554333,0.10914091,0.2160074,0.19547284
340,3,damped_oscillation,0.12863775,0.47966328,0.4360434,0.52019197,0.8151123,0.8747491,1.0420513,0.877764,1.1122686,1.0839062,0.89901215,0.61739033,0.9300089,0.2880622,0.19668184,0.27740714,-0.4457883,0.24396361,-0.23180997,-0.054916576,-0.12623732,-0.6438152,-0.41022122,-0.971716,-0.68574345,-0.87536854,-0.6010895,-0.50716275,-0.64748514,-0.40043813,-0.2009164,-0.23230022,0.39621735,-0.028799111,0.4819714,0.50151396,-0.014754862,0.78840756,0.7804514,0.63742185,0.7262615,0.763645,0.9364206,0.5253213,0.88833904,0.25204945,0.018796628,0.4096682,0.43788373,0.020233816,-0.53284985,-0.48140734,-0.17937832,-0.36402032,-0.16831714,-0.48157093,-0.6922718,-0.49164852,-0.34271875,-0.25174153,-0.5195122,-0.42572272,-0.20525949,-0.4433221,-0.03998956,-0.1468798,-0.015870897,0.09675035,0.21421552,0.6711837,0.24178247,0.30994594,0.7433719,0.5582692,0.63421124,0.2476772,0.4903166,0.56805336,0.20210372,0.41030192,0.16131388,-0.011228617,0.25429055,0.19785869,-0.093566224,-0.09953057,0.018844744,-0.3969045,-0.28283155,-0.46572906,-0.61266565,-0.4812655,-0.61994123,-0.26617622,-0.47734693,-0.5577144,-0.049041443,0.0027940755,-0.13968411,0.14767236
341,3,damped_oscillation,-0.16928014,0.109162785,0.44976878,0.7416019,0.58244056,0.6493163,1.0624666,1.0341347,0.9525579,1.1518416,1.26308,0.8517961,0.5456047,0.6465252,0.22561394,0.50297654,-0.06647577,-0.12061734,-0.4108074,-0.33995166,-0.45941898,-0.45534497,-0.66833407,-0.7393765,-0.89725065,-0.8360896,-1.0398632,-0.399826,-0.6337079,-0.17030437,-0.42472082,-0.67118853,-0.23156385,-0.00054730853,0.14796518,0.40311763,0.41233808,0.40411392,0.36277512,0.52811384,0.7757485,0.84042555,0.5060958,0.82353663,0.674782,0.2934141,0.44023272,0.3626873,-0.05004476,-0.22736758,0.042138044,-0.26370782,0.046543445,-0.00048484604,-0.3388983,-0.2970196,-0.7517575,-0.8362539,-0.58569425,-0.8056785,-0.4315963,-0.60445386,-0.3289109,-0.32246575,-0.060867976,-0.029620122,-0.08482386,-0.19117269,0.22112887,-0.096631,0.60195106,0.50869584,0.61653966,0.2612925,0.54780155,0.3240432,0.46987006,0.18820284,0.32619855,-0.011172976,0.17063093,-0.22101042,0.40841424,-0.0074180225,-0.11940645,-0.05220651,-0.5321734,-0.4778099,-0.24451113,-0.35069147,-0.54991597,-0.26229987,-0.3201295,-0.24937597,-0.233344,-0.40742776,-0.22093788,-0.52949905,-0.17760321,-0.05152209
342,3,damped_oscillation,0.13161822,0.29490092,0.20629227,0.36192027,0.9372174,0.7127366,0.8801326,1.0703728,0.9046306,0.8719581,0.78798914,0.66804826,0.69948727,0.15937291,0.3219656,0.35557503,0.1698432,0.21626574,-0.059037663,-0.29247394,-0.49906516,-0.7071726,-0.5877726,-0.68115973,-0.85533506,-0.95804596,-0.7585021,-0.44974172,-0.59076095,-0.5088872,-0.31043965,-0.17066513,-0.0847106,-0.008836869,0.027523367,0.47200173,0.28616124,0.8050721,0.58733827,0.62451637,0.80839354,0.5229898,0.7681179,0.6362716,0.6415636,0.33614692,0.24290086,-0.099792495,0.077465005,-0.049092017,-0.19751173,-0.19255683,-0.2575022,-0.2569631,-0.31920028,-0.36028454,-0.39136538,-0.4987398,-0.5443996,-0.340389,-0.3506102,-0.75109464,-0.40519208,-0.6648284,-0.57753336,-0.20501506,-0.026878513,0.00711102,-0.18597724,0.4320592,0.19181065,0.5003887,0.29687506,0.36038134,0.5640982,0.39070892,0.47437203,0.45611215,0.044024065,0.37865406,0.007338359,-0.1090135,-0.111066096,0.1299394,-0.45667693,-0.057468943,-0.18801284,-0.29824212,-0.3042316,-0.44551867,-0.25550914,-0.4879672,-0.72492355,-0.37175956,-0.14690419,-0.161005,0.17601453,-0.19268666,-0.10408634,-0.04899495
343,3,damped_oscillation,-0.16302529,0.08798852,0.14606357,0.042789,0.540906,0.77939,0.9885915,0.784583,0.8028742,1.1202368,0.5746624,0.7406662,0.8705012,0.39332357,0.07575758,0.6005607,0.24872263,0.09431958,-0.25365034,-0.24367636,-1.028066,-0.7031324,-0.49446929,-1.0422325,-0.846761,-0.7088277,-0.91204965,-0.6909544,-0.53291065,-0.4514364,-0.48346075,-0.44584355,-0.053789444,0.071221985,0.19514726,0.28502586,0.4472537,0.659046,0.620013,0.63397413,0.53815734,0.9511933,0.4117685,0.5694815,0.44837305,0.09601014,0.46272537,0.24235122,0.1801822,0.020392828,0.10082414,0.01679788,-0.5022637,0.00881226,-0.4884528,-0.37349313,-0.49888223,-0.5343557,-0.43906182,-0.25865412,-0.33301827,-0.49098447,-0.38659886,-0.40444794,-0.0445218,0.025728129,-0.07184464,0.37475526,0.41249982,0.6522254,0.174405,0.3765797,0.39829016,1.0116637,0.47509146,0.72971594,0.6558666,0.38024616,0.35537863,0.3881029,0.46838444,0.08818859,-0.0652815,0.15467666,-0.3614417,-0.14110306,-0.036682647,-0.22350022,-0.47509852,-0.594856,-0.14950407,-0.43527928,-0.5729985,-0.11638293,-0.14697862,-0.48519877,0.3229942,-0.25302893,0.09432191,0.4171827
344,3,damped_oscillation,0.18652622,0.24177691,0.063453406,0.9531196,0.84443146,0.47733808,1.1805117,0.9183126,0.8630178,0.7836649,0.8901528,0.944626,0.5655923,0.5688828,1.1077291,0.34201926,0.28371128,-0.28129435,-0.51995,-0.07065617,-0.25748,-0.2513904,-0.7101741,-0.48568666,-1.3131312,-0.6623003,-0.53041595,-0.8370445,-0.3921794,-0.55260634,-0.41604185,-0.32604837,0.19509563,-0.09541645,0.0131420195,0.08096356,0.29842228,0.5158338,0.68902665,0.4552601,0.7271079,0.7886728,0.45172295,0.62532604,0.5374603,0.4952102,0.27712685,0.25658125,0.1800131,0.4493964,-0.04796873,0.11275712,0.025965393,-0.6388922,-0.49916577,-0.19948864,-0.4987155,-0.58099616,-0.398491,-0.31132048,-0.50236815,-0.4983152,-0.86525613,-0.2762331,-0.27475467,-0.30952203,-0.043120388,0.008531811,0.22252628,0.21069846,0.4341381,0.43413985,0.70700234,0.35268158,0.8467928,0.68815047,0.7507817,0.45095572,0.28464487,0.16534945,0.5722392,0.35460865,-0.17018408,0.16419615,-0.2939249,-0.12607743,-0.08587312,-0.007677221,-0.30614936,-0.41273612,-0.38952172,-0.17435169,-0.21814291,-0.3589731,-0.70649254,-0.7755727,-0.15768932,-0.38757965,-0.18138568,-0.04765786
345,3,damped_oscillation,0.43606195,0.21304746,0.5154246,0.6304584,0.15415642,0.6905643,0.59993374,1.2681834,0.5392699,0.8154336,0.79945606,0.56792724,0.6907768,0.5332119,0.43203965,0.3476455,0.13060257,-0.00015783627,-0.0013308986,-0.7246377,-0.3580914,-0.83089817,-0.8283627,-0.7236646,-0.6903584,-0.66485536,-0.9458271,-0.3499525,-0.70165354,-0.66592616,-0.6664112,-0.5595502,-0.43093893,0.06601526,0.26111922,0.07949875,0.13602863,0.43043756,0.5753531,0.6686765,0.44629788,0.6250477,0.97671306,0.3611669,0.54916155,0.5846978,0.18517046,0.4134122,-0.10775119,0.19119495,-0.048259087,-0.46638823,-0.12658812,-0.55003947,-0.4702113,-0.36455,-0.7392814,-0.6674959,-0.31950384,-0.9701603,-0.19827884,-0.74737525,-0.5157534,-0.22680774,-0.068052605,-0.03557336,0.0099257305,0.004618857,0.51487267,0.43160993,0.5871457,0.30913463,-0.049367506,0.6790905,0.5478756,0.5024307,0.31941673,0.32476953,0.2179209,0.28780368,-0.03425491,0.28445804,0.46921247,-0.16661012,-0.4550853,-0.21560165,-0.19312206,-0.2186689,-0.019506486,-0.21327832,-0.77922165,-0.6579439,-0.29851577,-0.45091516,0.0029875988,-0.46113098,-0.0032607883,-0.27587867,-0.015267885,-0.17386442
346,3,damped_oscillation,0.11736051,0.4126186,0.41735846,0.92542136,0.5114612,0.7950308,1.0337685,0.7060173,0.93440634,1.0432551,1.0493408,1.0147407,0.48697457,0.60262454,0.12166873,0.090003744,0.044306863,0.16018794,-0.12403314,-0.36978894,-0.41086647,-0.5018478,-0.61596406,-0.86985874,-0.9776407,-0.82284766,-0.9140624,-0.5620348,-0.2928237,-0.3964861,-0.7794338,-0.40472513,-0.13316981,-0.30130726,0.14079286,0.35953888,0.6716835,0.8568116,0.30470288,0.5889677,0.6269651,0.510427,0.66832197,0.59525275,0.6841771,0.7645907,0.41622108,0.18212575,-0.041870523,0.4868631,0.13307992,-0.084370576,-0.30585387,-0.023414243,-0.4715371,-0.85642964,-0.48109272,-0.81439483,-0.49955752,-0.2532326,-0.847427,-0.628805,-0.18731384,-0.3910032,-0.10752746,-0.010515354,0.18680969,-0.03959594,-0.34888247,0.35263065,0.010777843,0.5940068,0.4306816,0.40271756,0.6180412,0.09824258,0.396522,0.491928,0.39681855,0.17566404,0.10370329,0.44839057,0.2331814,-0.18057944,0.16257751,-0.035611477,-0.15675713,-0.20326827,-0.59671915,-0.0684915,-0.19897285,-0.34691355,-0.3325457,-0.37475273,-0.43461794,-0.15207799,-0.3720453,-0.1078705,-0.04988179,0.08088813
347,3,damped_oscillation,0.19766249,0.27205002,0.5098784,0.11711556,0.7594396,0.79021925,0.9342024,0.7943639,1.1630203,0.95639706,0.6977977,0.6556075,0.8590602,0.5241796,0.3968096,0.2006027,0.293208,0.021231446,-0.48419338,-0.58312,-0.5041252,-0.7463394,-1.1471705,-0.9055481,-0.8352256,-0.85995704,-0.59599143,-1.1617565,-0.77610123,-0.34776145,-0.53951365,-0.52613455,-0.27992815,0.09370353,0.081026845,0.108740404,0.476997,0.5536053,0.28958833,0.6333563,0.3759062,0.90587807,0.9061572,0.55165595,0.7789205,0.32089677,0.3590491,0.16223045,0.1683039,0.0718578,-0.057923198,-0.18724845,-0.24426754,-0.098276764,-0.86029994,-0.09349154,-0.6104116,-0.57291555,-0.27684397,-0.40809608,-0.38384625,-0.17829932,-0.40350565,-0.093121074,-0.45941404,-0.010471179,0.11798151,0.33685878,0.3356464,0.31223086,0.27357057,0.32858384,0.37229794,0.19232953,0.8391448,0.6737516,0.4920105,0.5690113,0.5018624,0.06979316,0.33795512,0.3909564,-0.10083753,-0.36318022,-0.36462823,-0.21441044,-0.5154669,-0.3499733,-0.49352384,-0.38476476,-0.5058186,-0.40594524,-0.2571748,-0.55673534,-0.256108,-0.44330618,-0.20621784,-0.15670691,0.00434328,0.038771734
348,3,damped_oscillation,0.26016504,0.18187611,0.23245369,0.71974593,0.73225945,0.9601283,0.83094674,0.63064384,1.3925475,0.7772514,0.61041504,0.9255212,0.4709961,0.45968553,0.42396045,0.21202524,0.0045538293,0.25377694,-0.25830284,-0.5670876,-0.29992428,-0.7630335,-0.716363,-0.93906415,-0.7323348,-0.76760286,-0.7534435,-0.66099936,-0.4421662,-0.36720082,-0.61758024,-0.41341963,0.057137124,-0.16439435,0.23754002,0.43727314,0.03109132,0.389552,0.7260801,0.5825867,0.5639213,0.834693,0.879426,0.46960133,0.926376,0.10501626,0.071930856,0.18961649,0.10323705,-0.0026942298,-0.16961004,-0.32068816,-0.3172635,-0.4857765,-0.29481122,-0.490456,-0.58319247,-0.57170045,-0.3220234,-0.6370161,-0.7636124,-0.64512837,-0.41784105,-0.18499866,-0.009952396,0.24806279,0.15522256,-0.08923077,0.1443242,-0.18507957,0.27484515,0.27054724,-0.046178337,0.9074666,0.39364794,0.021515679,0.38099596,0.74453616,0.74421215,0.29057625,0.22447668,0.38168433,0.009912853,0.055556536,0.055714626,-0.4201251,0.063402176,-0.49858677,-0.48912993,-0.36363426,-0.20147319,-0.25613442,-0.394077,-0.29586732,-0.08979824,-0.2625705,-0.3755415,-0.2661321,0.12062048,-0.17035975
349,3,damped_oscillation,-0.32924718,0.12346961,0.34840652,0.7052081,0.35661975,0.8472165,1.0979046,0.7338281,0.93847114,0.45218244,1.0375732,0.9420288,0.6652824,0.26336125,0.53784555,0.19067277,-0.5030097,0.083366774,0.009463979,-0.09695384,-0.773255,-1.0138273,-0.77963984,-0.64034104,-0.9747219,-1.1100739,-0.5951919,-0.76499665,-0.48316076,-0.5115333,-0.43418682,-0.285211,-0.21225466,-0.09629391,-0.09702744,0.3624852,0.637806,0.36978248,0.94680387,0.6925326,0.70301473,0.79771274,0.8523784,0.51660687,0.67179143,0.6994951,0.30875543,0.28603137,0.012364087,-0.045593806,-0.13079904,-0.3581912,-0.28421688,-0.2924347,-0.3481465,-0.666664,-0.6640759,-0.37786296,-0.68382996,-0.3624206,-0.65001774,-0.36071265,-0.21091273,-0.84254843,-0.012333913,0.17570367,-0.064872034,0.16879337,0.010785933,0.34561998,0.8570891,-0.063694835,0.33440757,0.63220257,0.737957,0.17372112,0.30454537,0.27600768,0.20659223,0.25392178,-0.09578774,0.07085942,-0.15507092,-0.0555626,-0.26867658,-0.2296762,-0.47697082,-0.11378507,-0.42440897,-0.38169312,-0.42941156,-0.3968707,-0.38324264,-0.18646394,-0.37526312,-0.41548976,-0.19624966,-0.2682271,-0.08606031,-0.22092573
350,3,damped_oscillation,0.22045432,0.023437358,0.61610425,0.5116671,0.842545,0.61332184,0.44310266,0.55922055,1.4469354,0.7782392,1.084402,0.5024248,0.70703727,0.6152558,0.9934466,0.17537199,-0.068495676,-0.00636179,-0.42909548,-0.2921969,-0.51631695,-0.76960236,-0.5896383,-0.72634506,-0.6170685,-0.4289415,-0.8526966,-0.7789199,-0.89649045,-0.40543428,-0.53470254,-0.19918157,0.10776825,-0.14372367,0.034642205,0.47402948,0.524382,0.6011947,0.4727317,0.3118766,0.49931294,0.44816798,0.7697305,0.6718169,0.42956895,0.3898479,0.48831108,0.21797666,0.05144742,0.47345045,-0.17278503,-0.027895534,-0.18855703,-0.6817925,-0.58060473,-0.32486948,-0.56435966,-0.86419284,-0.47315475,-0.65778476,-0.40466285,0.12455088,-0.2885944,-0.157558,-0.24805082,-0.33326468,0.21502423,-0.031037943,0.13887349,0.64591897,0.26935,0.6528386,0.5209274,0.348735,0.54472005,0.31358132,0.6285577,0.6597641,0.35401285,0.5602385,0.23785284,0.3163575,0.66127163,0.47867122,-0.15893525,-0.13254243,-0.4806497,-0.14613663,-0.27429816,-0.5471409,-0.1495513,-0.4541675,-0.49309376,-0.27164876,-0.41285434,-0.2709858,0.16170277,-0.26860103,0.071507536,-0.12253483
